amp,freq
38,3200.0
46,8000.0
41,8000.0
42,16000.0
34,2285.714285714286
35,16000.0
33,8000.0
38,8000.0
21,2000.0
33,8000.0
22,3200.0
24,16000.0
17,8000.0
23,4000.0
13,5333.333333333333
19,5333.333333333333
13,5333.333333333333
14,16000.0
7,4000.0
16,8000.0
1,3200.0
8,4000.0
3,5333.333333333333
2,16000.0
3,8000.0
0,16000.0
7,3200.0
0,4000.0
13,3200.0
11,16000.0
17,8000.0
11,5333.333333333333
33,1777.7777777777778
32,16000.0
33,16000.0
28,8000.0
45,4000.0
44,16000.0
46,16000.0
37,8000.0
44,8000.0
34,4000.0
35,16000.0
33,16000.0
41,5333.333333333333
34,5333.333333333333
35,8000.0
28,8000.0
29,5333.333333333333
24,8000.0
28,16000.0
24,8000.0
51,2666.6666666666665
28,5333.333333333333
32,8000.0
27,8000.0
46,8000.0
31,2285.714285714286
43,5333.333333333333
33,8000.0
37,16000.0
27,8000.0
35,16000.0
23,8000.0
34,16000.0
23,5333.333333333333
33,5333.333333333333
23,8000.0
28,16000.0
13,5333.333333333333
22,3200.0
5,2285.714285714286
14,8000.0
3,4000.0
7,16000.0
7,2666.6666666666665
2,8000.0
10,8000.0
5,8000.0
13,5333.333333333333
11,16000.0
15,5333.333333333333
11,8000.0
17,4000.0
12,5333.333333333333
16,8000.0
14,16000.0
26,5333.333333333333
19,8000.0
24,16000.0
22,8000.0
30,5333.333333333333
25,5333.333333333333
30,5333.333333333333
27,16000.0
43,5333.333333333333
40,8000.0
44,16000.0
39,8000.0
42,16000.0
40,8000.0
59,2285.714285714286
55,16000.0
61,8000.0
54,8000.0
58,16000.0
47,5333.333333333333
52,4000.0
45,8000.0
48,16000.0
43,3200.0
46,8000.0
41,8000.0
66,2000.0
57,8000.0
59,16000.0
46,8000.0
50,16000.0
45,8000.0
62,8000.0
51,3200.0
52,16000.0
48,8000.0
51,16000.0
46,8000.0
49,8000.0
44,8000.0
45,8000.0
38,4000.0
40,8000.0
37,16000.0
43,8000.0
27,2666.6666666666665
39,5333.333333333333
21,2000.0
29,8000.0
15,5333.333333333333
22,5333.333333333333
12,4000.0
14,8000.0
11,16000.0
12,16000.0
3,8000.0
9,8000.0
1,3200.0
9,5333.333333333333
9,3200.0
1,4000.0
12,4000.0
4,4000.0
15,4000.0
14,16000.0
19,5333.333333333333
17,16000.0
41,2000.0
39,8000.0
41,16000.0
40,16000.0
52,3200.0
45,8000.0
52,8000.0
44,5333.333333333333
49,8000.0
48,16000.0
49,16000.0
45,8000.0
49,16000.0
44,8000.0
50,8000.0
40,8000.0
43,8000.0
41,16000.0
43,16000.0
37,8000.0
42,16000.0
34,8000.0
41,8000.0
39,5333.333333333333
54,4000.0
31,3200.0
50,4000.0
38,4000.0
42,3200.0
34,8000.0
36,16000.0
30,8000.0
33,8000.0
30,16000.0
35,8000.0
26,8000.0
27,8000.0
25,16000.0
32,8000.0
19,3200.0
29,5333.333333333333
17,5333.333333333333
20,16000.0
16,16000.0
20,8000.0
19,16000.0
21,16000.0
14,8000.0
15,16000.0
12,8000.0
13,16000.0
12,16000.0
13,16000.0
6,8000.0
10,16000.0
1,3200.0
2,8000.0
12,5333.333333333333
9,16000.0
10,8000.0
0,5333.333333333333
11,4000.0
7,5333.333333333333
10,16000.0
9,16000.0
14,8000.0
11,16000.0
18,8000.0
1,5333.333333333333
22,2285.714285714286
18,8000.0
34,3200.0
30,8000.0
47,1333.3333333333333
33,5333.333333333333
40,5333.333333333333
38,8000.0
40,8000.0
35,5333.333333333333
41,8000.0
32,8000.0
36,8000.0
34,16000.0
36,16000.0
31,8000.0
33,16000.0
27,8000.0
32,16000.0
28,5333.333333333333
46,4000.0
32,3200.0
34,16000.0
29,8000.0
42,5333.333333333333
31,4000.0
35,8000.0
34,16000.0
37,8000.0
30,5333.333333333333
37,8000.0
27,2666.6666666666665
29,16000.0
24,8000.0
27,5333.333333333333
17,3200.0
27,5333.333333333333
9,2285.714285714286
14,8000.0
12,16000.0
13,8000.0
0,8000.0
3,16000.0
1,8000.0
3,8000.0
8,2666.6666666666665
4,4000.0
19,3200.0
9,8000.0
18,3200.0
11,4000.0
24,8000.0
23,16000.0
27,8000.0
19,5333.333333333333
39,3200.0
33,8000.0
36,5333.333333333333
35,16000.0
47,5333.333333333333
43,16000.0
51,8000.0
50,16000.0
53,8000.0
48,16000.0
63,3200.0
61,16000.0
64,16000.0
56,8000.0
62,5333.333333333333
51,5333.333333333333
52,16000.0
50,8000.0
52,8000.0
47,8000.0
52,4000.0
43,3200.0
48,5333.333333333333
41,8000.0
64,2666.6666666666665
43,2666.6666666666665
63,5333.333333333333
53,8000.0
54,16000.0
41,4000.0
48,8000.0
43,16000.0
45,8000.0
44,16000.0
47,16000.0
43,8000.0
46,8000.0
33,2666.6666666666665
40,8000.0
34,16000.0
40,8000.0
25,4000.0
37,8000.0
24,5333.333333333333
25,16000.0
18,8000.0
22,4000.0
10,4000.0
12,5333.333333333333
5,4000.0
9,8000.0
5,8000.0
4,5333.333333333333
8,4000.0
1,8000.0
15,2285.714285714286
9,3200.0
16,4000.0
6,5333.333333333333
21,5333.333333333333
14,5333.333333333333
18,8000.0
15,16000.0
33,2000.0
32,16000.0
34,8000.0
33,8000.0
44,5333.333333333333
41,8000.0
51,8000.0
42,5333.333333333333
44,5333.333333333333
40,4000.0
45,16000.0
39,8000.0
45,16000.0
37,8000.0
43,8000.0
34,8000.0
40,8000.0
36,5333.333333333333
41,5333.333333333333
38,16000.0
50,3200.0
35,4000.0
39,16000.0
35,8000.0
50,5333.333333333333
44,5333.333333333333
45,16000.0
40,8000.0
46,16000.0
36,8000.0
41,8000.0
29,4000.0
32,8000.0
31,16000.0
33,16000.0
29,8000.0
32,16000.0
25,4000.0
27,8000.0
14,4000.0
24,8000.0
13,4000.0
14,16000.0
8,8000.0
17,5333.333333333333
5,4000.0
10,5333.333333333333
8,8000.0
9,16000.0
6,16000.0
7,8000.0
1,8000.0
3,16000.0
8,4000.0
7,16000.0
13,8000.0
5,4000.0
21,4000.0
9,8000.0
18,4000.0
13,8000.0
16,16000.0
13,16000.0
23,2666.6666666666665
22,16000.0
27,8000.0
26,16000.0
28,16000.0
25,8000.0
34,8000.0
33,16000.0
41,3200.0
37,8000.0
52,4000.0
51,16000.0
52,16000.0
45,3200.0
48,8000.0
45,8000.0
47,8000.0
35,2000.0
41,5333.333333333333
33,3200.0
34,8000.0
33,16000.0
53,2666.6666666666665
31,2666.6666666666665
51,5333.333333333333
36,4000.0
42,8000.0
39,16000.0
43,8000.0
30,4000.0
37,4000.0
27,8000.0
30,8000.0
26,5333.333333333333
27,16000.0
13,2285.714285714286
23,5333.333333333333
17,8000.0
18,16000.0
10,8000.0
11,16000.0
7,8000.0
9,16000.0
0,3200.0
3,8000.0
5,3200.0
3,16000.0
11,8000.0
7,16000.0
20,3200.0
15,16000.0
17,16000.0
10,4000.0
22,8000.0
21,16000.0
23,8000.0
21,16000.0
23,5333.333333333333
20,16000.0
30,8000.0
29,16000.0
30,8000.0
26,8000.0
35,4000.0
34,16000.0
36,8000.0
34,5333.333333333333
52,4000.0
45,5333.333333333333
52,8000.0
41,8000.0
65,2000.0
62,16000.0
63,16000.0
55,4000.0
58,8000.0
48,8000.0
58,8000.0
48,3200.0
55,8000.0
44,2666.6666666666665
47,5333.333333333333
45,16000.0
58,4000.0
43,4000.0
46,8000.0
42,16000.0
62,5333.333333333333
48,3200.0
51,8000.0
47,8000.0
49,16000.0
41,8000.0
47,4000.0
42,8000.0
48,16000.0
38,5333.333333333333
42,16000.0
37,8000.0
41,8000.0
23,3200.0
30,16000.0
23,8000.0
29,8000.0
19,8000.0
20,16000.0
16,8000.0
25,4000.0
14,8000.0
17,5333.333333333333
7,3200.0
17,8000.0
8,8000.0
10,16000.0
3,4000.0
5,8000.0
2,8000.0
3,8000.0
5,3200.0
0,8000.0
3,16000.0
1,8000.0
5,3200.0
7,8000.0
10,4000.0
5,16000.0
12,8000.0
9,16000.0
10,16000.0
7,8000.0
22,8000.0
21,16000.0
26,5333.333333333333
23,8000.0
30,8000.0
28,16000.0
37,4000.0
35,16000.0
42,8000.0
29,2285.714285714286
30,16000.0
25,8000.0
29,8000.0
22,16000.0
29,8000.0
26,16000.0
27,8000.0
20,16000.0
23,4000.0
19,8000.0
29,8000.0
25,8000.0
38,3200.0
17,2666.6666666666665
37,3200.0
26,5333.333333333333
32,4000.0
24,8000.0
25,16000.0
22,5333.333333333333
28,8000.0
19,8000.0
22,16000.0
17,16000.0
20,8000.0
10,3200.0
14,16000.0
0,5333.333333333333
10,8000.0
3,3200.0
2,16000.0
4,8000.0
1,8000.0
2,16000.0
0,8000.0
6,8000.0
5,16000.0
6,16000.0
3,8000.0
4,8000.0
1,8000.0
17,5333.333333333333
13,5333.333333333333
21,3200.0
16,8000.0
20,8000.0
18,16000.0
26,8000.0
18,4000.0
28,2285.714285714286
14,8000.0
29,2666.6666666666665
26,8000.0
42,3200.0
40,8000.0
42,4000.0
39,5333.333333333333
49,4000.0
45,16000.0
54,8000.0
45,8000.0
48,8000.0
40,3200.0
41,8000.0
39,16000.0
40,16000.0
37,8000.0
42,8000.0
35,8000.0
41,8000.0
39,8000.0
41,16000.0
32,8000.0
41,16000.0
37,8000.0
54,4000.0
33,2285.714285714286
47,5333.333333333333
37,4000.0
39,8000.0
34,8000.0
44,8000.0
35,8000.0
38,5333.333333333333
27,4000.0
29,8000.0
24,2666.6666666666665
26,16000.0
10,4000.0
22,5333.333333333333
12,5333.333333333333
14,16000.0
4,5333.333333333333
9,5333.333333333333
4,4000.0
1,3200.0
3,8000.0
0,16000.0
7,8000.0
4,5333.333333333333
21,3200.0
20,16000.0
23,8000.0
17,8000.0
28,5333.333333333333
17,5333.333333333333
21,8000.0
20,16000.0
28,4000.0
21,5333.333333333333
38,4000.0
33,8000.0
37,16000.0
29,5333.333333333333
48,4000.0
45,16000.0
55,5333.333333333333
53,16000.0
59,16000.0
52,8000.0
62,8000.0
60,8000.0
66,16000.0
64,16000.0
70,8000.0
64,16000.0
66,4000.0
61,8000.0
62,16000.0
57,8000.0
60,16000.0
56,8000.0
58,8000.0
52,16000.0
54,5333.333333333333
48,4000.0
52,8000.0
50,16000.0
52,16000.0
47,8000.0
68,4000.0
52,5333.333333333333
53,8000.0
48,16000.0
69,4000.0
53,4000.0
54,16000.0
52,8000.0
59,8000.0
55,8000.0
56,16000.0
48,8000.0
53,3200.0
44,8000.0
51,4000.0
35,3200.0
44,4000.0
33,5333.333333333333
35,8000.0
22,5333.333333333333
33,8000.0
19,4000.0
30,8000.0
15,2285.714285714286
17,8000.0
7,8000.0
14,8000.0
8,8000.0
9,16000.0
6,16000.0
10,4000.0
2,8000.0
4,16000.0
1,8000.0
8,5333.333333333333
4,3200.0
7,5333.333333333333
11,4000.0
6,8000.0
10,8000.0
8,5333.333333333333
22,5333.333333333333
17,16000.0
24,8000.0
21,16000.0
29,4000.0
28,16000.0
35,8000.0
34,16000.0
37,8000.0
32,5333.333333333333
34,8000.0
31,16000.0
34,8000.0
31,8000.0
33,16000.0
21,2285.714285714286
25,8000.0
21,4000.0
23,8000.0
22,8000.0
32,5333.333333333333
31,16000.0
43,8000.0
23,4000.0
24,16000.0
20,8000.0
42,5333.333333333333
32,4000.0
33,16000.0
30,16000.0
35,8000.0
23,2285.714285714286
28,8000.0
24,5333.333333333333
26,8000.0
23,16000.0
28,8000.0
23,4000.0
24,16000.0
15,8000.0
27,5333.333333333333
11,5333.333333333333
13,16000.0
10,8000.0
17,8000.0
12,8000.0
18,16000.0
7,5333.333333333333
13,8000.0
7,8000.0
8,16000.0
3,8000.0
4,8000.0
2,16000.0
6,8000.0
1,8000.0
3,16000.0
4,4000.0
3,8000.0
2,8000.0
1,16000.0
7,8000.0
5,5333.333333333333
1,8000.0
2,16000.0
14,4000.0
1,5333.333333333333
12,5333.333333333333
9,8000.0
15,8000.0
13,16000.0
35,2285.714285714286
26,16000.0
33,8000.0
28,8000.0
39,3200.0
38,16000.0
44,8000.0
32,2000.0
33,16000.0
32,16000.0
36,4000.0
35,16000.0
38,8000.0
30,4000.0
32,16000.0
25,4000.0
31,5333.333333333333
30,16000.0
46,2666.6666666666665
25,3200.0
49,5333.333333333333
35,3200.0
42,5333.333333333333
36,5333.333333333333
41,8000.0
31,3200.0
37,8000.0
28,5333.333333333333
31,8000.0
16,2000.0
26,8000.0
12,5333.333333333333
14,8000.0
6,4000.0
8,16000.0
7,8000.0
8,16000.0
5,8000.0
6,8000.0
4,5333.333333333333
2,8000.0
6,4000.0
3,8000.0
15,4000.0
9,3200.0
22,8000.0
12,8000.0
15,16000.0
10,8000.0
19,5333.333333333333
18,16000.0
22,8000.0
15,5333.333333333333
31,4000.0
25,8000.0
27,16000.0
26,8000.0
42,3200.0
36,8000.0
46,8000.0
39,8000.0
42,8000.0
41,16000.0
49,8000.0
45,8000.0
53,8000.0
46,8000.0
54,16000.0
48,8000.0
54,5333.333333333333
46,5333.333333333333
51,8000.0
44,8000.0
50,16000.0
39,8000.0
44,16000.0
37,4000.0
38,16000.0
27,8000.0
42,5333.333333333333
38,16000.0
54,4000.0
30,2666.6666666666665
53,5333.333333333333
36,3200.0
44,2000.0
27,5333.333333333333
34,16000.0
23,8000.0
34,8000.0
30,8000.0
38,8000.0
18,2666.6666666666665
30,4000.0
9,2285.714285714286
15,4000.0
2,8000.0
10,5333.333333333333
7,8000.0
10,16000.0
5,8000.0
9,16000.0
0,8000.0
7,5333.333333333333
6,2666.6666666666665
1,5333.333333333333
12,5333.333333333333
10,16000.0
14,16000.0
7,8000.0
10,8000.0
9,16000.0
21,8000.0
6,4000.0
23,4000.0
14,8000.0
21,8000.0
18,8000.0
34,3200.0
32,16000.0
40,4000.0
37,5333.333333333333
51,4000.0
43,8000.0
49,8000.0
44,16000.0
51,8000.0
45,8000.0
51,8000.0
46,8000.0
52,16000.0
43,8000.0
49,16000.0
46,8000.0
49,16000.0
37,3200.0
44,8000.0
40,5333.333333333333
41,16000.0
40,16000.0
56,4000.0
34,2285.714285714286
57,5333.333333333333
43,3200.0
48,4000.0
37,5333.333333333333
43,5333.333333333333
38,4000.0
39,16000.0
30,3200.0
31,16000.0
30,16000.0
31,16000.0
21,5333.333333333333
30,4000.0
14,4000.0
17,16000.0
14,5333.333333333333
20,5333.333333333333
8,8000.0
16,8000.0
8,2285.714285714286
9,16000.0
1,3200.0
0,16000.0
11,8000.0
3,8000.0
4,8000.0
1,16000.0
7,5333.333333333333
6,8000.0
11,8000.0
8,16000.0
11,16000.0
10,16000.0
20,8000.0
19,8000.0
22,16000.0
12,8000.0
30,3200.0
20,8000.0
31,5333.333333333333
28,8000.0
40,8000.0
36,8000.0
42,5333.333333333333
36,8000.0
48,3200.0
47,16000.0
53,8000.0
45,8000.0
51,16000.0
38,8000.0
40,16000.0
33,4000.0
42,8000.0
39,16000.0
44,8000.0
40,16000.0
43,8000.0
40,8000.0
41,8000.0
31,8000.0
36,8000.0
35,8000.0
48,2666.6666666666665
31,2666.6666666666665
51,5333.333333333333
37,4000.0
44,2285.714285714286
33,2000.0
36,8000.0
27,8000.0
33,4000.0
31,16000.0
32,16000.0
22,4000.0
28,5333.333333333333
18,5333.333333333333
19,16000.0
11,4000.0
17,8000.0
6,8000.0
18,5333.333333333333
12,8000.0
13,16000.0
7,8000.0
9,16000.0
4,8000.0
6,16000.0
5,16000.0
9,8000.0
9,3200.0
5,5333.333333333333
13,4000.0
9,16000.0
10,16000.0
4,8000.0
18,2666.6666666666665
8,5333.333333333333
9,16000.0
8,16000.0
24,4000.0
18,8000.0
37,2666.6666666666665
35,16000.0
37,16000.0
35,8000.0
40,16000.0
34,8000.0
41,8000.0
39,16000.0
46,8000.0
38,16000.0
49,8000.0
40,8000.0
43,16000.0
40,8000.0
43,16000.0
36,5333.333333333333
43,8000.0
41,16000.0
43,8000.0
38,8000.0
40,16000.0
33,8000.0
40,8000.0
35,16000.0
40,8000.0
32,4000.0
54,3200.0
34,2285.714285714286
50,8000.0
49,16000.0
53,8000.0
41,8000.0
50,5333.333333333333
43,5333.333333333333
48,3200.0
31,1777.7777777777778
40,8000.0
25,2666.6666666666665
38,4000.0
23,5333.333333333333
28,16000.0
20,4000.0
23,8000.0
13,4000.0
17,8000.0
16,16000.0
17,16000.0
13,8000.0
16,16000.0
3,1777.7777777777778
5,4000.0
11,4000.0
4,5333.333333333333
18,2285.714285714286
10,5333.333333333333
11,16000.0
9,8000.0
20,3200.0
10,8000.0
29,3200.0
25,16000.0
37,3200.0
31,8000.0
39,4000.0
37,16000.0
47,8000.0
39,8000.0
44,16000.0
33,8000.0
41,5333.333333333333
33,8000.0
34,16000.0
29,8000.0
33,5333.333333333333
28,8000.0
31,8000.0
24,2666.6666666666665
29,16000.0
24,8000.0
44,3200.0
22,2666.6666666666665
48,4000.0
36,8000.0
39,8000.0
32,8000.0
37,16000.0
35,8000.0
38,16000.0
35,16000.0
37,8000.0
27,2666.6666666666665
31,8000.0
26,8000.0
28,8000.0
