amp,freq
44,5333.333333333333
18,5333.333333333333
18,8000.0
47,8000.0
46,16000.0
69,8000.0
12,8000.0
31,16000.0
2,8000.0
76,8000.0
51,8000.0
64,16000.0
15,8000.0
47,8000.0
59,5333.333333333333
5,16000.0
95,5333.333333333333
76,8000.0
118,8000.0
31,3200.0
10,5333.333333333333
38,8000.0
24,16000.0
42,16000.0
23,8000.0
47,16000.0
37,16000.0
74,8000.0
1,8000.0
102,8000.0
17,5333.333333333333
59,4000.0
42,5333.333333333333
21,8000.0
33,8000.0
110,4000.0
8,4000.0
9,16000.0
19,8000.0
55,8000.0
45,16000.0
49,16000.0
32,8000.0
33,16000.0
97,8000.0
35,8000.0
61,8000.0
12,8000.0
45,8000.0
31,4000.0
47,8000.0
25,16000.0
65,8000.0
47,16000.0
118,8000.0
19,4000.0
39,8000.0
4,5333.333333333333
36,5333.333333333333
19,8000.0
91,8000.0
25,8000.0
97,5333.333333333333
81,4000.0
143,4000.0
45,8000.0
119,8000.0
18,4000.0
104,8000.0
97,16000.0
118,16000.0
20,8000.0
46,4000.0
27,16000.0
106,4000.0
27,3200.0
24,16000.0
58,8000.0
52,16000.0
141,4000.0
102,16000.0
147,8000.0
29,4000.0
23,8000.0
31,8000.0
43,5333.333333333333
14,16000.0
44,4000.0
10,16000.0
41,8000.0
1,16000.0
8,16000.0
50,8000.0
17,8000.0
33,16000.0
38,8000.0
35,5333.333333333333
20,8000.0
15,16000.0
36,8000.0
25,16000.0
35,8000.0
36,8000.0
7,16000.0
51,8000.0
29,8000.0
15,16000.0
25,16000.0
37,8000.0
24,5333.333333333333
34,8000.0
37,4000.0
16,8000.0
33,16000.0
45,8000.0
37,16000.0
131,8000.0
17,5333.333333333333
32,16000.0
1,16000.0
5,16000.0
52,8000.0
42,2666.6666666666665
40,8000.0
3,8000.0
14,16000.0
52,8000.0
67,4000.0
16,5333.333333333333
61,8000.0
42,16000.0
56,8000.0
44,5333.333333333333
28,8000.0
25,8000.0
9,16000.0
37,8000.0
13,16000.0
117,8000.0
7,5333.333333333333
34,16000.0
17,16000.0
113,5333.333333333333
23,8000.0
89,8000.0
79,16000.0
115,16000.0
64,8000.0
69,16000.0
23,16000.0
39,16000.0
17,16000.0
90,8000.0
18,8000.0
7,4000.0
31,8000.0
2,8000.0
11,16000.0
5,16000.0
1,16000.0
52,8000.0
45,16000.0
103,8000.0
5,8000.0
84,8000.0
39,4000.0
69,8000.0
36,8000.0
26,16000.0
49,8000.0
38,16000.0
83,8000.0
18,8000.0
50,8000.0
86,5333.333333333333
75,8000.0
109,16000.0
54,8000.0
105,5333.333333333333
4,8000.0
132,4000.0
2,4000.0
78,8000.0
15,8000.0
38,16000.0
87,4000.0
10,8000.0
70,8000.0
16,8000.0
78,8000.0
12,8000.0
33,16000.0
1,8000.0
44,16000.0
13,8000.0
40,4000.0
20,16000.0
123,8000.0
80,8000.0
119,16000.0
109,16000.0
130,16000.0
27,8000.0
48,16000.0
24,8000.0
53,8000.0
26,5333.333333333333
54,5333.333333333333
35,16000.0
164,8000.0
51,5333.333333333333
129,8000.0
16,8000.0
23,16000.0
28,8000.0
11,16000.0
62,16000.0
34,8000.0
11,16000.0
35,8000.0
23,16000.0
69,8000.0
33,8000.0
72,16000.0
22,8000.0
46,5333.333333333333
11,8000.0
21,16000.0
32,8000.0
61,8000.0
19,8000.0
82,8000.0
79,16000.0
138,16000.0
21,2666.6666666666665
90,8000.0
85,16000.0
125,8000.0
36,8000.0
111,8000.0
71,5333.333333333333
76,16000.0
106,3200.0
56,16000.0
87,8000.0
42,16000.0
63,8000.0
4,8000.0
67,8000.0
27,4000.0
35,8000.0
78,5333.333333333333
16,8000.0
87,4000.0
33,8000.0
66,8000.0
24,8000.0
54,16000.0
14,8000.0
39,5333.333333333333
16,16000.0
103,3200.0
41,4000.0
90,16000.0
11,8000.0
15,8000.0
8,16000.0
78,8000.0
12,8000.0
77,8000.0
35,8000.0
44,16000.0
31,8000.0
1,16000.0
34,8000.0
30,16000.0
34,4000.0
4,16000.0
104,5333.333333333333
102,16000.0
149,16000.0
87,8000.0
105,8000.0
32,5333.333333333333
90,16000.0
11,8000.0
86,4000.0
14,5333.333333333333
109,5333.333333333333
39,8000.0
32,8000.0
3,16000.0
46,8000.0
6,16000.0
65,8000.0
30,8000.0
60,8000.0
37,8000.0
77,16000.0
32,8000.0
93,16000.0
3,8000.0
71,5333.333333333333
62,8000.0
7,8000.0
42,16000.0
54,8000.0
9,16000.0
67,5333.333333333333
25,8000.0
119,8000.0
8,4000.0
41,8000.0
17,5333.333333333333
28,16000.0
110,3200.0
36,5333.333333333333
50,16000.0
4,8000.0
110,5333.333333333333
4,4000.0
46,8000.0
7,8000.0
25,16000.0
57,8000.0
17,16000.0
54,8000.0
83,8000.0
8,5333.333333333333
69,8000.0
48,8000.0
161,5333.333333333333
44,4000.0
64,16000.0
9,8000.0
1,16000.0
65,8000.0
63,5333.333333333333
38,16000.0
73,8000.0
28,8000.0
102,8000.0
44,8000.0
75,16000.0
47,8000.0
92,16000.0
46,5333.333333333333
89,4000.0
56,4000.0
48,8000.0
37,8000.0
20,8000.0
77,4000.0
71,3200.0
17,8000.0
48,16000.0
45,16000.0
47,16000.0
7,8000.0
80,5333.333333333333
27,8000.0
0,8000.0
11,16000.0
57,8000.0
33,8000.0
65,5333.333333333333
188,2285.714285714286
76,8000.0
93,8000.0
12,4000.0
15,16000.0
55,8000.0
61,5333.333333333333
73,8000.0
1,4000.0
4,16000.0
25,8000.0
0,8000.0
20,16000.0
58,8000.0
68,5333.333333333333
3,8000.0
42,5333.333333333333
22,8000.0
53,16000.0
19,4000.0
36,8000.0
4,16000.0
15,16000.0
37,5333.333333333333
41,4000.0
32,8000.0
2,8000.0
14,16000.0
31,4000.0
13,16000.0
22,8000.0
8,16000.0
24,16000.0
15,16000.0
77,8000.0
15,8000.0
53,8000.0
50,16000.0
99,8000.0
59,16000.0
82,8000.0
52,16000.0
72,8000.0
12,4000.0
25,8000.0
75,8000.0
33,16000.0
38,16000.0
25,8000.0
78,8000.0
64,3200.0
61,8000.0
3,8000.0
32,16000.0
58,3200.0
4,8000.0
71,5333.333333333333
46,8000.0
51,16000.0
3,16000.0
30,16000.0
38,8000.0
42,8000.0
24,16000.0
65,5333.333333333333
25,8000.0
24,8000.0
17,16000.0
55,8000.0
38,16000.0
53,16000.0
24,8000.0
43,4000.0
4,8000.0
87,4000.0
37,8000.0
42,16000.0
14,8000.0
75,8000.0
9,16000.0
84,8000.0
35,5333.333333333333
69,16000.0
32,8000.0
119,8000.0
13,4000.0
2,16000.0
40,8000.0
29,8000.0
96,4000.0
93,16000.0
113,8000.0
69,5333.333333333333
86,16000.0
19,8000.0
51,16000.0
7,8000.0
52,8000.0
36,16000.0
97,8000.0
93,16000.0
118,16000.0
19,8000.0
13,16000.0
17,16000.0
68,8000.0
9,8000.0
17,16000.0
26,8000.0
52,4000.0
18,8000.0
39,8000.0
34,16000.0
50,16000.0
30,8000.0
69,8000.0
62,2285.714285714286
38,8000.0
66,8000.0
81,5333.333333333333
69,5333.333333333333
9,8000.0
60,5333.333333333333
34,8000.0
78,8000.0
38,16000.0
144,8000.0
49,5333.333333333333
72,16000.0
16,8000.0
73,8000.0
47,16000.0
58,16000.0
31,8000.0
70,16000.0
53,8000.0
57,16000.0
46,16000.0
66,16000.0
3,8000.0
86,4000.0
54,4000.0
3,5333.333333333333
28,8000.0
10,8000.0
34,5333.333333333333
14,8000.0
30,16000.0
13,8000.0
83,8000.0
57,8000.0
64,16000.0
48,16000.0
77,8000.0
35,5333.333333333333
90,8000.0
25,5333.333333333333
119,8000.0
6,4000.0
102,8000.0
49,4000.0
88,8000.0
30,16000.0
96,8000.0
38,5333.333333333333
85,5333.333333333333
24,5333.333333333333
106,4000.0
31,5333.333333333333
61,8000.0
23,8000.0
15,5333.333333333333
4,16000.0
14,16000.0
30,8000.0
28,16000.0
100,8000.0
4,4000.0
86,4000.0
26,4000.0
31,8000.0
33,8000.0
26,8000.0
87,8000.0
47,16000.0
54,16000.0
89,4000.0
29,8000.0
42,16000.0
51,8000.0
4,16000.0
43,3200.0
82,8000.0
42,8000.0
46,16000.0
40,16000.0
95,8000.0
74,16000.0
137,8000.0
118,16000.0
120,16000.0
34,5333.333333333333
160,5333.333333333333
21,8000.0
139,8000.0
126,16000.0
156,8000.0
105,8000.0
218,8000.0
94,4000.0
115,16000.0
105,8000.0
122,8000.0
69,8000.0
120,4000.0
84,8000.0
107,16000.0
25,8000.0
69,4000.0
25,5333.333333333333
37,16000.0
11,4000.0
54,8000.0
5,8000.0
80,5333.333333333333
45,8000.0
52,16000.0
67,3200.0
33,5333.333333333333
66,8000.0
5,8000.0
32,8000.0
25,5333.333333333333
21,8000.0
42,8000.0
22,4000.0
10,5333.333333333333
58,8000.0
61,8000.0
18,8000.0
52,4000.0
11,5333.333333333333
29,8000.0
7,16000.0
11,16000.0
23,5333.333333333333
3,16000.0
85,8000.0
36,8000.0
77,4000.0
51,8000.0
72,16000.0
3,4000.0
17,8000.0
16,16000.0
5,8000.0
49,8000.0
19,16000.0
29,8000.0
112,5333.333333333333
16,8000.0
63,8000.0
38,8000.0
53,16000.0
35,8000.0
5,8000.0
74,3200.0
5,2666.6666666666665
21,8000.0
19,16000.0
43,16000.0
10,5333.333333333333
41,5333.333333333333
28,16000.0
32,16000.0
30,16000.0
93,4000.0
12,4000.0
74,8000.0
41,8000.0
81,4000.0
62,16000.0
66,8000.0
15,3200.0
54,8000.0
92,3200.0
28,16000.0
101,8000.0
64,4000.0
56,4000.0
12,5333.333333333333
85,8000.0
1,4000.0
41,8000.0
2,16000.0
26,8000.0
10,16000.0
52,8000.0
25,4000.0
37,8000.0
15,8000.0
70,5333.333333333333
109,2285.714285714286
15,4000.0
78,8000.0
1,4000.0
14,16000.0
9,8000.0
73,8000.0
14,3200.0
5,16000.0
40,8000.0
7,16000.0
79,3200.0
58,16000.0
70,8000.0
10,5333.333333333333
95,4000.0
6,5333.333333333333
66,8000.0
12,8000.0
107,5333.333333333333
23,4000.0
2,16000.0
17,8000.0
6,16000.0
12,16000.0
46,5333.333333333333
53,3200.0
35,8000.0
103,8000.0
20,8000.0
89,5333.333333333333
35,2285.714285714286
36,8000.0
17,16000.0
68,8000.0
5,5333.333333333333
154,5333.333333333333
30,8000.0
19,8000.0
111,4000.0
78,16000.0
102,5333.333333333333
77,8000.0
128,16000.0
35,8000.0
51,16000.0
7,8000.0
35,8000.0
2,8000.0
16,16000.0
3,8000.0
99,8000.0
60,4000.0
95,5333.333333333333
68,16000.0
143,8000.0
29,8000.0
92,16000.0
78,8000.0
141,16000.0
102,8000.0
103,16000.0
83,16000.0
89,16000.0
74,16000.0
90,8000.0
61,16000.0
93,16000.0
11,8000.0
33,16000.0
64,8000.0
84,4000.0
70,16000.0
114,16000.0
64,8000.0
119,16000.0
57,8000.0
105,8000.0
100,16000.0
110,8000.0
28,5333.333333333333
171,5333.333333333333
107,8000.0
124,16000.0
51,5333.333333333333
83,8000.0
47,16000.0
141,8000.0
66,4000.0
156,8000.0
25,5333.333333333333
114,4000.0
57,16000.0
103,8000.0
70,3200.0
32,5333.333333333333
131,5333.333333333333
27,3200.0
110,8000.0
11,4000.0
47,4000.0
41,8000.0
32,16000.0
93,8000.0
41,8000.0
10,16000.0
11,16000.0
18,5333.333333333333
55,5333.333333333333
4,16000.0
78,8000.0
14,8000.0
13,16000.0
8,16000.0
47,8000.0
18,16000.0
33,16000.0
75,8000.0
16,8000.0
65,5333.333333333333
6,8000.0
61,8000.0
7,8000.0
33,16000.0
12,16000.0
93,4000.0
49,8000.0
97,5333.333333333333
28,8000.0
78,16000.0
28,8000.0
17,8000.0
45,8000.0
44,8000.0
28,16000.0
98,8000.0
32,16000.0
93,8000.0
31,5333.333333333333
11,8000.0
28,16000.0
7,8000.0
112,3200.0
79,8000.0
89,16000.0
37,8000.0
79,8000.0
51,16000.0
91,8000.0
68,16000.0
83,16000.0
35,8000.0
145,4000.0
51,8000.0
55,16000.0
53,5333.333333333333
64,8000.0
32,4000.0
40,8000.0
2,16000.0
78,3200.0
11,8000.0
35,16000.0
38,8000.0
23,5333.333333333333
17,16000.0
55,16000.0
31,4000.0
49,8000.0
48,16000.0
71,16000.0
41,8000.0
29,8000.0
9,16000.0
24,8000.0
35,8000.0
8,5333.333333333333
70,3200.0
28,8000.0
12,16000.0
60,8000.0
39,5333.333333333333
59,8000.0
6,8000.0
91,4000.0
59,16000.0
89,16000.0
6,8000.0
108,8000.0
2,8000.0
58,4000.0
1,5333.333333333333
66,16000.0
20,8000.0
162,3200.0
113,16000.0
114,16000.0
93,16000.0
156,8000.0
142,16000.0
160,16000.0
92,8000.0
148,16000.0
125,8000.0
220,8000.0
186,8000.0
194,16000.0
117,8000.0
147,8000.0
97,8000.0
132,8000.0
87,4000.0
112,16000.0
79,8000.0
167,8000.0
109,16000.0
148,8000.0
133,16000.0
166,8000.0
156,16000.0
185,16000.0
97,4000.0
102,16000.0
47,8000.0
168,4000.0
29,8000.0
202,4000.0
6,4000.0
91,8000.0
24,8000.0
96,4000.0
34,8000.0
130,5333.333333333333
30,8000.0
75,16000.0
60,16000.0
136,8000.0
57,8000.0
84,16000.0
46,4000.0
57,16000.0
47,16000.0
115,8000.0
62,8000.0
76,16000.0
45,8000.0
70,16000.0
60,8000.0
133,16000.0
55,8000.0
146,8000.0
11,8000.0
99,16000.0
57,8000.0
174,8000.0
113,16000.0
130,8000.0
101,16000.0
140,8000.0
44,3200.0
82,8000.0
5,8000.0
63,5333.333333333333
4,8000.0
29,16000.0
5,8000.0
87,8000.0
12,3200.0
64,8000.0
59,16000.0
154,8000.0
27,4000.0
108,5333.333333333333
87,16000.0
230,8000.0
39,8000.0
126,8000.0
70,16000.0
79,8000.0
78,16000.0
81,16000.0
31,8000.0
135,5333.333333333333
50,5333.333333333333
88,8000.0
43,16000.0
119,8000.0
79,16000.0
92,16000.0
81,8000.0
104,16000.0
68,16000.0
134,8000.0
71,16000.0
122,8000.0
80,16000.0
110,16000.0
12,8000.0
94,4000.0
83,16000.0
124,8000.0
22,5333.333333333333
105,4000.0
32,8000.0
66,16000.0
61,16000.0
87,8000.0
6,8000.0
35,16000.0
51,4000.0
52,8000.0
79,8000.0
84,3200.0
76,16000.0
85,16000.0
76,3200.0
18,16000.0
48,8000.0
23,16000.0
73,8000.0
46,16000.0
113,8000.0
35,5333.333333333333
52,16000.0
1,8000.0
86,4000.0
62,16000.0
136,8000.0
28,16000.0
138,8000.0
44,5333.333333333333
108,5333.333333333333
9,8000.0
124,5333.333333333333
76,8000.0
112,16000.0
77,8000.0
117,16000.0
100,16000.0
119,16000.0
24,8000.0
110,8000.0
52,8000.0
61,16000.0
2,8000.0
95,3200.0
9,3200.0
84,8000.0
8,4000.0
17,16000.0
57,8000.0
56,8000.0
1,8000.0
19,16000.0
1,8000.0
82,8000.0
12,16000.0
119,5333.333333333333
36,5333.333333333333
51,8000.0
12,16000.0
54,5333.333333333333
41,8000.0
66,16000.0
42,16000.0
160,8000.0
102,8000.0
153,16000.0
0,8000.0
74,16000.0
26,8000.0
107,16000.0
36,8000.0
42,16000.0
21,16000.0
74,8000.0
21,16000.0
81,8000.0
61,5333.333333333333
3,5333.333333333333
26,16000.0
10,16000.0
54,8000.0
9,16000.0
92,8000.0
21,8000.0
16,16000.0
40,16000.0
3,16000.0
23,16000.0
55,8000.0
7,8000.0
16,16000.0
62,16000.0
23,8000.0
30,16000.0
8,16000.0
124,4000.0
32,8000.0
64,16000.0
58,16000.0
77,8000.0
28,8000.0
90,5333.333333333333
77,5333.333333333333
167,8000.0
93,5333.333333333333
200,5333.333333333333
11,5333.333333333333
177,8000.0
48,4000.0
207,3200.0
25,8000.0
175,16000.0
60,8000.0
312,8000.0
86,4000.0
220,4000.0
179,8000.0
225,16000.0
79,8000.0
273,3200.0
194,8000.0
249,8000.0
206,16000.0
214,16000.0
168,8000.0
224,8000.0
115,4000.0
196,5333.333333333333
98,8000.0
172,4000.0
109,16000.0
188,5333.333333333333
143,8000.0
154,16000.0
92,8000.0
147,8000.0
31,5333.333333333333
137,5333.333333333333
17,4000.0
116,5333.333333333333
5,8000.0
9,8000.0
7,16000.0
42,8000.0
54,4000.0
35,8000.0
34,8000.0
25,16000.0
89,5333.333333333333
47,16000.0
202,5333.333333333333
16,4000.0
90,16000.0
68,16000.0
82,8000.0
71,16000.0
83,16000.0
21,8000.0
49,8000.0
5,5333.333333333333
79,8000.0
9,8000.0
44,16000.0
85,8000.0
5,16000.0
44,8000.0
29,8000.0
64,3200.0
39,16000.0
111,8000.0
56,8000.0
95,16000.0
34,16000.0
85,8000.0
73,16000.0
112,16000.0
55,8000.0
71,16000.0
62,4000.0
17,8000.0
18,16000.0
20,8000.0
26,16000.0
57,4000.0
40,8000.0
44,16000.0
25,8000.0
98,16000.0
59,3200.0
17,16000.0
32,16000.0
11,8000.0
136,3200.0
34,5333.333333333333
128,8000.0
9,8000.0
152,4000.0
23,5333.333333333333
114,5333.333333333333
33,8000.0
78,5333.333333333333
48,16000.0
92,8000.0
48,16000.0
52,16000.0
10,8000.0
160,8000.0
110,16000.0
119,8000.0
41,8000.0
140,8000.0
59,5333.333333333333
95,16000.0
53,8000.0
103,16000.0
6,8000.0
178,4000.0
35,8000.0
179,5333.333333333333
55,5333.333333333333
138,8000.0
6,8000.0
97,16000.0
22,8000.0
118,5333.333333333333
4,8000.0
82,8000.0
2,16000.0
70,8000.0
12,16000.0
111,8000.0
5,16000.0
23,16000.0
31,8000.0
80,16000.0
8,8000.0
59,16000.0
48,8000.0
123,8000.0
51,5333.333333333333
139,5333.333333333333
17,8000.0
9,16000.0
13,16000.0
45,8000.0
31,16000.0
65,8000.0
38,16000.0
81,16000.0
57,8000.0
94,16000.0
18,4000.0
114,8000.0
54,5333.333333333333
51,8000.0
1,8000.0
69,16000.0
67,8000.0
50,16000.0
109,16000.0
7,8000.0
55,16000.0
17,16000.0
93,8000.0
10,16000.0
3,16000.0
3,16000.0
117,8000.0
27,5333.333333333333
66,5333.333333333333
56,5333.333333333333
48,8000.0
63,16000.0
102,8000.0
64,16000.0
175,8000.0
23,16000.0
141,8000.0
92,8000.0
111,16000.0
47,5333.333333333333
69,16000.0
31,8000.0
55,16000.0
13,8000.0
91,8000.0
18,3200.0
88,8000.0
26,16000.0
28,16000.0
33,4000.0
19,8000.0
12,5333.333333333333
6,16000.0
43,8000.0
28,16000.0
33,16000.0
70,3200.0
49,8000.0
42,16000.0
55,16000.0
30,16000.0
81,8000.0
9,8000.0
81,8000.0
9,8000.0
94,4000.0
76,16000.0
96,8000.0
46,8000.0
112,4000.0
19,8000.0
121,8000.0
11,8000.0
38,5333.333333333333
16,16000.0
69,4000.0
46,8000.0
75,16000.0
36,8000.0
86,16000.0
52,8000.0
68,16000.0
54,8000.0
10,8000.0
11,16000.0
81,8000.0
79,8000.0
60,5333.333333333333
3,16000.0
153,5333.333333333333
3,5333.333333333333
106,8000.0
90,16000.0
106,16000.0
17,8000.0
94,16000.0
45,8000.0
4,8000.0
17,16000.0
37,8000.0
28,16000.0
41,16000.0
48,4000.0
22,8000.0
93,4000.0
19,8000.0
65,5333.333333333333
4,4000.0
31,8000.0
21,16000.0
12,8000.0
35,16000.0
63,8000.0
87,4000.0
42,5333.333333333333
62,4000.0
73,4000.0
51,5333.333333333333
6,16000.0
62,16000.0
24,8000.0
108,16000.0
63,8000.0
33,16000.0
0,8000.0
70,16000.0
10,5333.333333333333
26,8000.0
14,8000.0
19,16000.0
52,8000.0
4,16000.0
15,8000.0
47,16000.0
56,8000.0
2,16000.0
36,8000.0
10,16000.0
44,8000.0
12,8000.0
42,16000.0
4,8000.0
87,4000.0
36,8000.0
51,4000.0
6,8000.0
18,16000.0
48,8000.0
67,8000.0
9,16000.0
76,8000.0
0,16000.0
66,16000.0
10,8000.0
68,16000.0
8,8000.0
56,16000.0
66,4000.0
28,8000.0
34,16000.0
16,5333.333333333333
49,8000.0
46,4000.0
68,16000.0
8,8000.0
37,8000.0
26,16000.0
134,5333.333333333333
4,8000.0
17,16000.0
12,16000.0
35,8000.0
24,16000.0
49,16000.0
99,5333.333333333333
15,8000.0
50,8000.0
77,5333.333333333333
22,4000.0
82,5333.333333333333
4,5333.333333333333
69,8000.0
14,8000.0
126,8000.0
31,8000.0
76,8000.0
79,4000.0
29,8000.0
49,16000.0
1,8000.0
110,5333.333333333333
3,8000.0
102,8000.0
64,16000.0
69,16000.0
35,8000.0
70,16000.0
6,5333.333333333333
76,5333.333333333333
75,8000.0
20,8000.0
94,8000.0
51,16000.0
84,8000.0
83,16000.0
104,16000.0
69,8000.0
185,8000.0
36,8000.0
84,8000.0
38,5333.333333333333
73,8000.0
35,4000.0
87,4000.0
65,8000.0
67,16000.0
5,8000.0
96,8000.0
87,16000.0
161,8000.0
9,5333.333333333333
66,8000.0
6,8000.0
19,16000.0
105,2666.6666666666665
22,16000.0
63,8000.0
9,16000.0
46,8000.0
34,16000.0
41,16000.0
3,16000.0
101,8000.0
32,5333.333333333333
87,5333.333333333333
2,4000.0
47,4000.0
91,5333.333333333333
5,8000.0
5,8000.0
41,5333.333333333333
91,8000.0
57,16000.0
60,16000.0
45,8000.0
8,16000.0
59,16000.0
12,8000.0
3,16000.0
84,8000.0
24,5333.333333333333
50,16000.0
55,3200.0
37,8000.0
66,8000.0
54,8000.0
77,8000.0
66,16000.0
74,16000.0
13,8000.0
14,16000.0
45,8000.0
12,16000.0
12,8000.0
9,16000.0
24,16000.0
13,8000.0
16,16000.0
7,8000.0
54,16000.0
29,8000.0
44,16000.0
42,16000.0
56,16000.0
34,8000.0
21,16000.0
59,16000.0
21,8000.0
57,16000.0
4,5333.333333333333
73,8000.0
41,16000.0
120,8000.0
40,4000.0
55,16000.0
56,8000.0
39,8000.0
20,16000.0
79,8000.0
55,16000.0
64,16000.0
14,8000.0
95,8000.0
36,5333.333333333333
126,5333.333333333333
55,4000.0
175,8000.0
50,8000.0
115,16000.0
62,8000.0
97,8000.0
75,4000.0
63,4000.0
41,3200.0
43,8000.0
69,8000.0
28,5333.333333333333
57,5333.333333333333
23,8000.0
46,5333.333333333333
62,8000.0
32,8000.0
42,16000.0
11,16000.0
34,8000.0
65,4000.0
10,8000.0
47,16000.0
30,16000.0
95,5333.333333333333
49,8000.0
91,8000.0
84,16000.0
137,16000.0
0,8000.0
130,8000.0
16,5333.333333333333
90,8000.0
17,5333.333333333333
94,5333.333333333333
45,5333.333333333333
88,8000.0
4,16000.0
106,8000.0
36,16000.0
85,8000.0
54,16000.0
84,16000.0
2,8000.0
85,4000.0
19,8000.0
8,16000.0
151,8000.0
73,8000.0
89,16000.0
19,16000.0
41,8000.0
19,16000.0
76,8000.0
57,8000.0
77,8000.0
66,16000.0
126,8000.0
55,8000.0
71,16000.0
8,4000.0
58,8000.0
53,4000.0
33,8000.0
88,8000.0
63,8000.0
30,8000.0
78,8000.0
18,16000.0
51,8000.0
17,16000.0
127,8000.0
8,5333.333333333333
80,8000.0
56,16000.0
93,8000.0
12,4000.0
42,16000.0
25,8000.0
13,16000.0
52,8000.0
43,8000.0
19,16000.0
60,5333.333333333333
13,8000.0
139,8000.0
56,16000.0
154,8000.0
11,4000.0
119,5333.333333333333
71,8000.0
78,8000.0
49,16000.0
139,3200.0
124,16000.0
132,16000.0
2,8000.0
16,16000.0
10,8000.0
21,16000.0
65,8000.0
68,8000.0
25,16000.0
35,16000.0
93,8000.0
18,4000.0
42,8000.0
55,8000.0
61,5333.333333333333
28,8000.0
93,16000.0
45,8000.0
100,5333.333333333333
52,4000.0
21,8000.0
38,8000.0
3,8000.0
22,16000.0
73,5333.333333333333
25,8000.0
98,16000.0
128,2666.6666666666665
82,8000.0
88,16000.0
27,2666.6666666666665
65,8000.0
14,16000.0
10,16000.0
23,8000.0
20,16000.0
48,16000.0
94,8000.0
16,8000.0
65,16000.0
8,8000.0
8,16000.0
36,5333.333333333333
32,16000.0
46,16000.0
11,8000.0
44,8000.0
57,5333.333333333333
40,8000.0
18,4000.0
57,4000.0
46,8000.0
67,16000.0
64,8000.0
87,16000.0
98,4000.0
69,16000.0
91,8000.0
44,16000.0
64,8000.0
1,16000.0
69,8000.0
35,8000.0
36,16000.0
28,16000.0
71,8000.0
107,4000.0
69,16000.0
72,16000.0
1,5333.333333333333
88,3200.0
51,16000.0
150,8000.0
86,8000.0
121,16000.0
41,4000.0
52,8000.0
11,8000.0
98,4000.0
44,8000.0
114,8000.0
52,16000.0
178,8000.0
91,16000.0
150,8000.0
126,16000.0
151,16000.0
90,3200.0
140,8000.0
71,8000.0
131,8000.0
25,5333.333333333333
102,8000.0
59,4000.0
43,8000.0
27,16000.0
60,16000.0
25,8000.0
19,8000.0
17,8000.0
104,8000.0
2,8000.0
64,16000.0
21,8000.0
56,5333.333333333333
14,5333.333333333333
146,4000.0
24,8000.0
63,16000.0
5,8000.0
134,8000.0
18,4000.0
45,5333.333333333333
1,8000.0
6,8000.0
41,8000.0
5,8000.0
12,8000.0
7,8000.0
111,5333.333333333333
38,8000.0
67,5333.333333333333
12,8000.0
74,8000.0
78,4000.0
52,16000.0
69,16000.0
35,3200.0
17,16000.0
7,8000.0
7,16000.0
50,5333.333333333333
12,8000.0
41,16000.0
6,8000.0
29,16000.0
16,8000.0
64,8000.0
8,16000.0
62,8000.0
13,16000.0
106,8000.0
75,16000.0
142,16000.0
72,8000.0
155,16000.0
55,8000.0
104,16000.0
70,16000.0
113,8000.0
32,4000.0
100,8000.0
0,8000.0
100,16000.0
